committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M3,2.02E+17,21B,500743176,1505347,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-02-16,0.99,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,52:27.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.03E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.03E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202103199441642430,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M4,2.02E+17,21B,500749585,1513907,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-03-24,0.99,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,56:12.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.04E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.04E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202104209444386747,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M2,2.02E+17,21B,500741124,1590212,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT FEES,,,2021-01-22,0.99,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,37:56.3,,,,0,,,,,,,,,,,,Y,,U,F3X,4.04E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202204249502466073,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M2,2.02E+17,21B,500790820,1595443,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT BANK FEES,,,2022-01-23,0.99,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,34:55.7,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.05E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396740,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M2,2.02E+17,21B,500790821,1595443,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT BANK FEES,,,2022-01-30,0.99,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,34:55.7,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.05E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396741,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M2,2.02E+17,21B,500790822,1595443,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT BANK FEES,,,2022-01-31,0.99,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,34:55.7,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.05E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396741,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M3,2.02E+17,21B,500794336,1595444,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT BANK FEES,,,2022-02-27,0.99,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,34:58.7,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.05E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396819,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M3,2.02E+17,21B,500794337,1595444,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT BANK FEES,,,2022-02-28,0.99,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,34:58.7,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.05E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396820,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M5,2.02E+17,21B,500749747,1517527,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-04-14,0.99,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,54:29.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.05E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447074433,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M5,2.02E+17,21B,500804752,1631312,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-04-17,0.99,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528667272,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M6,2.02E+17,21B,500807878,1631463,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-05-31,0.99,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528692884,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816846,1631480,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-06-30,0.99,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696385,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M11,2.02E+17,21B,500769267,1549032,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-10-15,0.99,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,50:34.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.11E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202111189468607822,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,YE,2.02E+17,21B,500788250,1564151,ORG,ORGANIZATION,,,FIRSTBANK,CO,,,,,BANK FEES,,,2021-12-31,1,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,48:05.1,,,,0,,,,,,,,,,,,Y,,U,F3X,4.01E+18,LAKEWOOD,802153742,OTHER,,2022,SB,4.02E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485483118,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,YE,2.02E+17,21B,500788249,1564151,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-12-31,1.98,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,48:05.1,,,,0,,,,,,,,,,,,Y,,U,F3X,4.01E+18,SOMERVILLE,21443132,OTHER,,2022,SB,4.02E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485483117,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M9,2.02E+17,21B,500761937,1545158,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-08-27,2.97,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:46.8,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202110189467954297,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M6,2.02E+17,21B,500807877,1631463,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-05-29,3.95,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528692884,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816845,1631480,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-06-28,3.95,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696381,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M5,2.02E+17,21B,500804751,1631312,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-04-01,3.96,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528667270,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M5,2.02E+17,21B,500804753,1631312,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-04-30,4.94,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528667275,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M11,2.02E+17,21B,500777575,1549032,ORG,ORGANIZATION,,,UNITED HEALTH CARE PREMIUM,IL,,,,,COBRA,,,2021-10-18,5.46,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,50:34.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.11E+18,PALATINE,600944017,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202111189468607829,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839305,1655193,ORG,ORGANIZATION,,,FEDEX,CO,,,,,SHIPPING EXPENSE,,,2022-10-07,6.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.10E+18,DENVER,802033407,MATERIALS,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605947,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M8,2.02E+17,21B,500820947,1631544,ORG,ORGANIZATION,,,"KING SOOPERS, INC",CO,,,,,OFFICE SUPPLIES - STICKY NOTES,,,2022-07-18,7.08,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,DENVER,802175667,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528715001,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839310,1655193,ORG,ORGANIZATION,,,"THE HOME DEPOT, INC.",FL,,,,,CLEANING CLOTHS,,,2022-10-12,8.6,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,BRANDON,335118820,OTHER,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605958,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500826048,1631934,ORG,ORGANIZATION,,,AMAZON,WA,,,,,OFFICE SUPPLIES - FOLDERS,,,2022-08-22,8.96,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,SEATTLE,981081300,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799650,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M4,2.02E+17,30B,500749414,1513907,ORG,ORGANIZATION,,,"CROWN AWARDS, INC.",NY,,,,,OBAMA DINNER AWARDS,,,2021-03-17,9.24,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,56:12.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.04E+18,HAWTHORNE,105322146,OTHER,,2022,SB,4.04E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202104209444386752,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816607,1631480,ORG,ORGANIZATION,,,AMAZON,WA,,,,,OFFICE EQUIPMENT - STICKY NOTES,,,2022-06-16,9.78,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,SEATTLE,981081300,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696377,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,YE,2.02E+17,21B,500788248,1564151,ORG,ORGANIZATION,,,FIRSTBANK,CO,,,,,BANK FEES,,,2021-12-31,10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,48:05.1,,,,0,,,,,,,,,,,,Y,,U,F3X,4.01E+18,LAKEWOOD,802153742,OTHER,,2022,SB,4.02E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485483118,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M4,2.02E+17,21B,500800377,1629223,ORG,ORGANIZATION,,,FIRSTBANK,CO,,,,,BANK FEES,,,2022-03-31,10,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,33:59.4,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,LAKEWOOD,802153742,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209129528425153,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M10,2.02E+17,21B,500767104,1545980,ORG,ORGANIZATION,,,FIRST BANK OF DENVER,CO,,,,,BANK FEES,,,2021-09-30,10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,52:38.2,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,DENVER,802025656,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468146637,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M9,2.02E+17,21B,500763295,1545158,ORG,ORGANIZATION,,,FIRST BANK OF DENVER,CO,,,,,BANK FEES,,,2021-08-31,10,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:46.8,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,DENVER,802025656,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202110189467954299,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M11,2.02E+17,21B,500777755,1549032,ORG,ORGANIZATION,,,FIRST BANK OF DENVER,CO,,,,,BANK FEES,,,2021-10-29,10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,50:34.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.11E+18,DENVER,802025656,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202111189468607825,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M12,2.02E+17,21B,500780621,1552339,ORG,ORGANIZATION,,,FIRST BANK OF DENVER,CO,,,,,BANK SERVICE FEE,,,2021-11-30,10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,16:27.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.12E+18,DENVER,802025656,OTHER,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202112179469904952,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M8,2.02E+17,30B,500759635,1539087,ORG,ORGANIZATION,,,"TOSKR, INC.",CA,,,,,TEXTING SERVICES,,,2021-07-20,11.76,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,52:26.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,ALAMEDA,945010690,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202109209466843185,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
