committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,12G,2.02E+17,21B,SB21B.15251,1655164,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2022-10-12,22.55,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546595978,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M3,2.02E+17,21B,SB21B.39407,1534203,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2021-02-08,22.89,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:22.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202108099466227109,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M3,2.02E+17,21B,SB21B.39408,1534203,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2021-02-11,22.89,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:22.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202108099466227109,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,M6,2.02E+17,21B,SB21B.10187,1604580,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2022-05-05,22.95,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,24:05.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.06E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.06E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515210437,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,YE,2.02E+17,21B,SB21B.48141,1580808,ORG,ORGANIZATION,,,TARGET,CO,,,,,OFFICE SUPPLIES,,,2021-12-10,23.08,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,35:46.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.04E+18,ENGLEWOOD,80112,ADMINISTRATIVE,,2022,SB,4.04E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202204129496070840,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,M6,2.02E+17,21B,SB21B.10188,1604580,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2022-05-09,23.19,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,24:05.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.06E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.06E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515210438,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M8,2.02E+17,21B,SB21B.43671,1536109,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2021-07-29,23.6,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,56:40.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202108209466555402,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M8,2.02E+17,21B,SB21B.43669,1536109,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2021-07-20,24.47,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,56:40.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202108209466555402,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,M4,2.02E+17,21B,SB21B.7229,1589710,ORG,ORGANIZATION,,,UNITED AIRLINES,IL,,,,,TRAVEL - AIRFARE,,,2022-03-30,25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,35:02.2,,,,0,,,,,,,,,,,,Y,,U,F3X,4.04E+18,CHICAGO,60601,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202204209500256800,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,M7,2.02E+17,21B,SB21B.10258,1617819,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2022-06-22,25.37,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,36:25.3,,,,0,,,,,,,,,,,,Y,,U,F3X,4.07E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202207209522250127,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M5,2.02E+17,21B,SB21B.40391,1534205,ORG,ORGANIZATION,,,FEDEX,IL,,,,,SHIPPING,,,2021-04-27,25.41,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:31.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08E+18,PALATINE,60094,OTHER,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202108099466227179,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,M5,2.02E+17,21B,SB21B.8772,1597072,ORG,ORGANIZATION,,,AMAZON,WA,,,,,OFFICE SUPPLIES,,,2022-04-05,26.04,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,36:23.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.05E+18,SEATTLE,98109,ADMINISTRATIVE,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512614296,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M9,2.02E+17,21B,SB21B.44087,1539272,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2021-08-11,26.84,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,52:26.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202109209466959347,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2022,M9,2.02E+17,21B,SB21B.13006,1631915,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2022-08-03,27.65,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,36:48.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531790930,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M9,2.02E+17,21B,SB21B.44086,1539272,ORG,ORGANIZATION,,,FEDEX,IL,,,,,OFFICE SUPPLIES,,,2021-08-03,27.95,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,52:26.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,PALATINE,60094,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202109209466959347,Other Federal Operating Expenditures,,,,,,
C00033134,COLORADO REPUBLICAN COMMITTEE,2021,M5,2.02E+17,21B,SB21B.40389,1534205,ORG,ORGANIZATION,,,FEDEX,IL,,,,,SHIPPING,,,2021-04-08,28.15,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:31.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.08E+18,PALATINE,60094,OTHER,,2022,SB,4.08E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202108099466227178,Other Federal Operating Expenditures,,,,,,
